"gene","SRR12363092","SRR12363093","SRR12363095","SRR12363096","SRR12363098","SRR12363099","SRR12363101","SRR12363102"
"ENSMUST00000139643.7",1.4128283541966,0.699320212432883,-0.469547227907059,0.874545343311301,0.191067604093601,-0.0698344747806461,-1.25732138518244,-1.38105842616423
"ENSMUST00000147099.1",-0.216505966580964,1.26420679749023,-2.02854404753537,0.248349678538225,0.888115277815497,0.423898843268366,-0.145059229094246,-0.434461353901739
"Q02257",0.950215340372384,0.736427368287466,0.442240558257867,0.288405698158213,0.408882069056961,0.333136263730329,-1.51950648654879,-1.63980081131444
"ENSMUST00000150753.7",-0.216062159071526,0.0936492271330574,1.05968422296824,0.618472787955497,-0.0677623034822394,-2.084619576502,0.973185140033834,-0.37654733903486
"ENSMUST00000144280.1",-1.23976794440001,-0.290858080777526,-1.06417757428621,-0.528202939764684,0.276585536381091,0.0921175694708518,1.16640796399359,1.5878954693829
"ENSMUST00000172569.1",0.578584027817108,0.0891773284572507,0.0375002514557735,-1.96406205224515,0.430040990572989,1.24401114316425,0.492240554183945,-0.907492243406164
"F6RLJ7",-1.10881945470948,0.699911308317873,0.0101767094728591,-0.31399952953527,-1.29084482041087,0.666976531132938,1.7117452370635,-0.375145981331549
"Q8R191",0.187235434366436,0.114326415148296,0.844428863006684,1.39353852934535,0.0234063739074876,-1.44687247973827,-1.44687247973827,0.3308093437023
"ENSMUST00000137389.7",1.37351135656387,0.499080107462694,-0.709257388804863,0.673092441482746,-0.627555216336075,0.99728453942573,-1.31083056670641,-0.895325273087697
"ENSMUST00000183995.1",1.05878361735263,-0.188406079181053,-0.205330198587103,-1.37908584127669,0.534976414501716,1.27779841105537,-1.37908584127669,0.28034951741183
"ENSMUST00000151489.7",0.0780545293017087,-2.07214095998334,-0.384029737692194,0.403201514675639,0.3036891429119,0.959088360885578,1.10588248249777,-0.393745332597055
"ENSMUST00000219991.1",0.293848928270934,1.01593755523042,1.13777091845306,0.104927900523714,-0.706267364227749,-0.195979696678286,0.3318438012179,-1.98208204278999
"Q9WUM5",-0.448406467189681,1.59273875329921,-0.0409676867462964,-0.0712014461435503,0.410485540142875,-1.01031025750793,1.00298693490551,-1.43532537076016
"P26262",-0.529164775370759,0.222088497543008,-0.899733725417242,-1.09002368099574,1.11831260073959,1.31029484597613,-0.986976214412683,0.855202451937705
"A0A1Y7VLE1",0.961728412148347,0.507024153343834,1.13266676517151,0.676239785066285,-1.16000353408427,0.202351486522846,-1.16000353408427,-1.16000353408427
"ENSMUST00000233162.1",-1.11653746779456,-1.01888702417683,-0.210937063473924,-0.0141631847052158,-0.393404579724073,-0.229735178086611,1.4148714120842,1.56879308587701
"ENSMUST00000191414.1",-1.49401525741381,0.725813908359958,0.695514069688886,0.635292687916626,1.03777048756682,-0.192948866614764,-1.49401525741381,0.086588227910097
"A6ZI47",-0.848931218824388,1.12969128033759,-0.848931218824388,0.15532321922814,1.598211663561,-0.848931218824388,0.512498712170818,-0.848931218824388
"Q3TDX8",-1.40988129580118,0.73059556993305,1.50112235375935,0.28106718391215,0.348081339321083,-0.155324164455917,-1.40988129580118,0.114220309132646
"Q9CQJ4",-0.927525535169027,-1.3524518672494,-0.536487821745148,-0.145735383948116,0.917297686132202,-0.309154881631854,1.56024325838412,0.793814545227215
"ENSMUST00000224948.1",1.10711423011548,0.836202047065309,-1.13999379292873,1.02798201619529,0.321556235586372,-1.13999379292873,-1.13999379292873,0.12712684982374
"ENSMUST00000133535.8",-0.978380517792648,-1.14844860727197,-5.96533847760383e-05,0.326649818178592,-0.631823346145383,-0.36916248457195,1.11934259084798,1.68188220014015
"F6S6C3",-1.13975145390448,-0.292479632002811,-0.304522609417668,-0.20503268803236,-1.13975145390448,0.22164775172694,1.28331095364662,1.57657913188823
"E0CZ57",-0.618934584413934,1.70983546386031,0.102169738018236,-0.537658075211497,-0.96403059676432,-0.964601880984927,0.0351486127279467,1.23807132276818
"ENSMUST00000155810.1",0.162531805849128,-0.939904304840019,0.324664877267073,0.334194411212565,-1.98025672628446,0.67658030254613,0.21988160621617,1.20230802803341
"ENSMUST00000174498.1",-0.0536834743668071,-1.13289905674681,0.390749060524408,0.160402208221189,1.74850794143072,0.330100523613015,-1.53633319904987,0.093155996374169
"ENSMUST00000137721.1",-0.219990519176871,-1.05980922246561,1.39806188596707,0.850803501228126,0.922902564288623,0.227650235089872,-1.05980922246561,-1.05980922246561
"ENSMUST00000141208.7",0.217156161461884,1.07225674821532,-0.530505042423293,-0.442131429791306,-1.44569128999377,1.71966914579839,-0.523863767378002,-0.0668905258892231
"Q7TNS2",1.28413504994502,1.38263298758473,-0.317221768024423,0.27963059260148,-0.360511236994822,-0.0788902636107793,-1.69769369602711,-0.492081665474079
